Wall time,Step,Value
1609616406.3722346,59,0.005857166368514299
1609616426.2502174,60,0.005768782924860716
1609616446.1208127,61,0.005549760069698095
1609616465.93821,62,0.0057304841466248035
1609616485.7622864,63,0.005399532150477171
1609616505.6730616,64,0.005500731058418751
1609616525.5887547,65,0.005310677457600832
1609616545.4653134,66,0.005593880079686642
1609616565.3486674,67,0.005322285462170839
1609616585.2403808,68,0.005569316912442446
1609616605.090733,69,0.005068995524197817
1609616625.0224824,70,0.005177818238735199
1609616644.8370006,71,0.005048329010605812
1609616664.7776675,72,0.00502430647611618
1609616684.6477854,73,0.005042402073740959
1609616704.4800935,74,0.005038056056946516
1609616724.3485546,75,0.00483333133161068
1609616744.2586281,76,0.005393972620368004
1609616764.0984378,77,0.004863479640334845
1609616783.9424763,78,0.004897150211036205
1609616803.788124,79,0.004972586873918772
1609616823.692079,80,0.004708258435130119
1609616843.567925,81,0.004734137561172247
1609616863.4160867,82,0.00453193811699748
1609616883.2166653,83,0.004602968692779541
1609616903.0779757,84,0.004582451190799475
1609616922.9993544,85,0.0044235349632799625
1609616942.9058104,86,0.00471477210521698
1609616962.779433,87,0.004463824909180403
1609616982.6657963,88,0.00451953848823905
1609617002.53146,89,0.004276836756616831
1609617022.5121753,90,0.00453439773991704
1609617042.3563612,91,0.004419215954840183
1609617062.1847978,92,0.004253200255334377
1609617082.014028,93,0.0042744288221001625
1609617101.8379788,94,0.004170889034867287
1609617121.6494265,95,0.004151074215769768
1609617141.45381,96,0.0041287620551884174
1609617161.3751664,97,0.004118672572076321
1609617181.2234018,98,0.003963700961321592
1609617201.0277402,99,0.003972974605858326
1609617220.8759944,100,0.003991491161286831
1609617240.7012706,101,0.003944738302379847
1609617260.6125708,102,0.0038995062932372093
1609617280.5050654,103,0.004062064457684755
1609617300.3093042,104,0.003966267686337233
1609617320.156454,105,0.004043256398290396
1609617340.038861,106,0.0037487915251404047
1609617359.9280314,107,0.0037436592392623425
1609617379.776623,108,0.0037991448771208525
1609617399.5944548,109,0.0037468071095645428
1609617419.4223895,110,0.003833676455542445
1609617439.2723436,111,0.003789688926190138
1609617459.113746,112,0.0036564210895448923
1609617479.0255194,113,0.003682091599330306
1609617498.903133,114,0.0035563407000154257
1609617518.8140185,115,0.0038623171858489513
1609617538.6971517,116,0.0036861994303762913
1609617558.6169922,117,0.003839850192889571
1609617578.5327296,118,0.003633450483903289
1609617598.3722656,119,0.0035704111214727163
1609617618.1548805,120,0.003685679752379656
1609617638.0764015,121,0.003521615406498313
1609617658.0260603,122,0.003605099394917488
1609617677.863952,123,0.0035369524266570807
1609617697.6866229,124,0.0035137447994202375
1609617717.6198685,125,0.003532875794917345
1609617737.5259993,126,0.0035796458832919598
1609617757.39191,127,0.0037312470376491547
1609617777.1895418,128,0.0035779965110123158
1609617797.0138345,129,0.003582507139071822
1609617816.8635101,130,0.003504159627482295
1609617836.711571,131,0.0036129839718341827
1609617856.5311925,132,0.0034575038589537144
1609617876.3474872,133,0.0035845201928168535
1609617896.1779485,134,0.0033876982051879168
1609617915.9953976,135,0.0033431285992264748
1609617935.8685415,136,0.003534009214490652
1609617955.7252665,137,0.0033739274367690086
1609617975.7236419,138,0.003355294931679964
1609617995.5472825,139,0.0033827435690909624
1609618015.4095778,140,0.0033417209051549435
1609618035.3024187,141,0.0031450840178877115
1609618055.1968784,142,0.0031796193215996027
1609618075.0457888,143,0.003246165346354246
1609618094.8658552,144,0.0034015795681625605
1609618114.6817822,145,0.0032408726401627064
1609618134.574302,146,0.003220067359507084
1609618154.3870234,147,0.003275554860010743
1609618174.25297,148,0.0031509273685514927
1609618194.093669,149,0.003246031468734145
1609618213.9185104,150,0.003172145690768957
1609618233.7920597,151,0.0032018632628023624
1609618253.6472726,152,0.003100708592683077
1609618273.464593,153,0.003181562991812825
1609618293.312682,154,0.0031457303557544947
1609618313.1336696,155,0.0032544999849051237
1609618332.92944,156,0.00303157907910645
1609618352.8254452,157,0.0031640869565308094
1609618372.6831782,158,0.0031810791697353125
1609618392.508456,159,0.0032580688130110502
1609618412.4606228,160,0.0032205143943428993
1609618432.3042653,161,0.0030925606843084097
1609618452.0959811,162,0.0029939324595034122
1609618471.9537096,163,0.003061050083488226
1609618491.7945573,164,0.0032340865582227707
1609618511.69713,165,0.0031130940187722445
1609618531.552923,166,0.002957903780043125
1609618551.4432852,167,0.0030145614873617887
1609618571.3449702,168,0.003037964692339301
1609618591.2180538,169,0.002937429118901491
1609618611.1597378,170,0.002978282980620861
1609618631.0026605,171,0.0029655196703970432
1609618650.8996086,172,0.0029822420328855515
1609618670.7290263,173,0.002995047252625227
1609618690.5492406,174,0.003005443373695016
1609618710.4612846,175,0.0030182385817170143
1609618730.3373053,176,0.003031127853319049
1609618750.2259724,177,0.002983263460919261
1609618770.113021,178,0.0030182574409991503
1609618790.0082722,179,0.003059705952182412
1609618809.890585,180,0.0029972041957080364
1609618829.7135496,181,0.0029337068554013968
1609618849.5032504,182,0.0029143544379621744
1609618869.33492,183,0.002865159884095192
1609618889.1281092,184,0.002877328312024474
1609618908.9613523,185,0.002827273216098547
1609618928.7868745,186,0.0029908884316682816
1609618948.6065772,187,0.002890614792704582
1609618968.501988,188,0.0028384265024214983
1609618988.411166,189,0.002770543098449707
1609619008.3107555,190,0.0028133175801485777
1609619028.1801152,191,0.002878000494092703
1609619048.0704703,192,0.002730058738961816
1609619067.9827075,193,0.0028172885067760944
1609619087.907893,194,0.002872894750908017
1609619107.757856,195,0.002766737248748541
1609619127.5927913,196,0.0027867008466273546
1609619147.4587307,197,0.002762658754363656
1609619167.3359222,198,0.002804543823003769
1609619187.1793053,199,0.0028043005149811506
