Wall time,Step,Value
1609698597.3530374,65,0.005269317887723446
1609698601.8611615,66,0.00523291015997529
1609698606.3538759,67,0.005231693387031555
1609698610.8688014,68,0.005299371201545
1609698615.388997,69,0.0051775430329144
1609698619.8884766,70,0.00533286901190877
1609698624.403444,71,0.00530599057674408
1609698628.8859165,72,0.005232929717749357
1609698633.4261131,73,0.005250000860542059
1609698637.9697115,74,0.005072899628430605
1609698642.4729054,75,0.0050893379375338554
1609698647.0062351,76,0.005103311035782099
1609698651.5263712,77,0.005136976018548012
1609698656.0450654,78,0.005224968772381544
1609698660.5677617,79,0.004885355941951275
1609698665.0670059,80,0.0050985366106033325
1609698669.5585148,81,0.004835422616451979
1609698674.0492954,82,0.005186527501791716
1609698678.5422018,83,0.0050074574537575245
1609698683.05544,84,0.004978416487574577
1609698687.552069,85,0.004784297198057175
1609698692.0366101,86,0.004811211489140987
1609698696.5627644,87,0.004933226853609085
1609698701.0537536,88,0.005161073058843613
1609698705.547539,89,0.005190268158912659
1609698710.0702922,90,0.0049191368743777275
1609698714.5715203,91,0.004939582664519548
1609698719.0999846,92,0.004845065996050835
1609698723.6220222,93,0.005155970808118582
1609698728.1431453,94,0.004960393067449331
1609698732.6571946,95,0.004820340313017368
1609698737.1665585,96,0.004710338078439236
1609698741.6798434,97,0.004847070202231407
1609698746.2125618,98,0.004990838468074799
1609698750.7256765,99,0.004614668898284435
1609698755.2183995,100,0.004864887334406376
1609698759.7172487,101,0.004606158472597599
1609698764.2133527,102,0.004785553086549044
1609698768.7568257,103,0.005042213946580887
1609698773.294653,104,0.004776173736900091
1609698777.8351362,105,0.004899787250906229
1609698782.3401,106,0.004930634051561356
1609698786.8356042,107,0.004762423224747181
1609698791.343613,108,0.004647730849683285
1609698795.846662,109,0.004908730275928974
1609698800.332603,110,0.0046801636926829815
1609698804.867027,111,0.004693671129643917
1609698809.3698192,112,0.004935890436172485
1609698813.880397,113,0.004876638296991587
1609698818.3989031,114,0.004763203673064709
1609698822.9473133,115,0.004639989230781794
1609698827.4454963,116,0.00481966370716691
1609698831.9884305,117,0.004650045186281204
1609698836.50346,118,0.004642917774617672
1609698841.0151744,119,0.004787362180650234
1609698845.510263,120,0.004653703887015581
1609698850.0151277,121,0.0048088557086884975
1609698854.501666,122,0.0045697372406721115
1609698859.015924,123,0.004803181160241365
1609698863.541288,124,0.004540054127573967
1609698868.0512617,125,0.004608056973665953
1609698872.5584655,126,0.0045407433062791824
1609698877.0698605,127,0.004822093993425369
1609698881.5980935,128,0.0044698892161250114
1609698886.104772,129,0.004751746542751789
1609698890.595165,130,0.0047551169991493225
1609698895.1364326,131,0.004329078830778599
1609698899.6919837,132,0.004291406832635403
1609698904.219148,133,0.004356214310973883
1609698908.7443392,134,0.004250234924256802
1609698913.322702,135,0.00440242001786828
1609698917.824996,136,0.004574759863317013
1609698922.3630698,137,0.004602549597620964
1609698926.9115922,138,0.00449107913300395
1609698931.436908,139,0.00453207129612565
1609698935.9512408,140,0.0043963235802948475
1609698940.468027,141,0.004270800389349461
1609698944.9702823,142,0.004494675435125828
1609698949.4596398,143,0.0043122973293066025
1609698953.968583,144,0.004570809658616781
1609698958.4757469,145,0.004513829480856657
1609698962.987668,146,0.0046526906080543995
1609698967.5122454,147,0.004436877090483904
1609698972.06544,148,0.004307545255869627
1609698976.577072,149,0.004281494300812483
1609698981.0815444,150,0.004306932911276817
1609698985.579096,151,0.00424419017508626
1609698990.0718834,152,0.004194426350295544
1609698994.589116,153,0.0043853698298335075
1609698999.1041818,154,0.004251978360116482
1609699003.6190472,155,0.004065679386258125
1609699008.1601152,156,0.00451739551499486
1609699012.6665907,157,0.004306991584599018
1609699017.1678054,158,0.004533507861196995
1609699021.7068436,159,0.004330281633883715
1609699026.2203655,160,0.004311314318329096
1609699030.7617812,161,0.004287215415388346
1609699035.2583761,162,0.0041180565021932125
1609699039.7823772,163,0.004360564053058624
1609699044.2989538,164,0.004278188571333885
1609699048.816343,165,0.004558084532618523
1609699053.3121474,166,0.004417565651237965
1609699057.8108528,167,0.0042264387011528015
1609699062.3126929,168,0.004268595017492771
1609699066.8036656,169,0.004286300856620073
1609699071.3134294,170,0.004196855705231428
1609699075.8054602,171,0.0042593651451170444
1609699080.3171976,172,0.004234137944877148
1609699084.8566163,173,0.004423835780471563
1609699089.3921568,174,0.004441346973180771
1609699093.894328,175,0.004312203265726566
1609699098.403611,176,0.00403063278645277
1609699102.8891654,177,0.0042631495743989944
1609699107.4046335,178,0.004341477528214455
1609699111.9175231,179,0.003976400010287762
1609699116.4068546,180,0.004111894406378269
1609699120.927876,181,0.004049956798553467
1609699125.4361112,182,0.004091773647814989
1609699129.978988,183,0.004115884657949209
1609699134.4877603,184,0.0041083479300141335
1609699139.0117347,185,0.0038790281396359205
1609699143.5148363,186,0.00409284420311451
1609699148.0454187,187,0.003973642364144325
1609699152.5827196,188,0.0042280396446585655
1609699157.1066465,189,0.003969414159655571
1609699161.6290119,190,0.004398887045681477
1609699166.1385489,191,0.004078556317836046
1609699170.6764772,192,0.004145937040448189
1609699175.1909819,193,0.0039751119911670685
1609699179.7094533,194,0.004232274834066629
1609699184.211244,195,0.00417994474992156
1609699188.7240999,196,0.0041688731871545315
1609699193.2352011,197,0.004094382748007774
1609699197.7569404,198,0.004116217605769634
1609699202.2912953,199,0.004047330003231764
